docname,topic,proportion
comments.json:986,001,1.0
comments.json:1021,000,1.0
comments.json:1056,008,1.0
comments.json:1091,000,0.539037
comments.json:1091,007,0.343788
comments.json:1091,008,0.117175
comments.json:1126,000,1.0
comments.json:1161,007,1.0
comments.json:1196,007,1.0
comments.json:1231,000,1.0
comments.json:9,007,1.0
comments.json:44,002,1.0
comments.json:79,008,1.0
comments.json:114,007,1.0
comments.json:149,002,1.0
comments.json:184,004,1.0
comments.json:219,004,1.0
comments.json:254,008,1.0
comments.json:289,000,1.0
comments.json:324,001,1.0
comments.json:359,000,1.0
comments.json:394,007,1.0
comments.json:429,006,1.0
comments.json:464,008,1.0
comments.json:499,001,1.0
comments.json:534,002,1.0
comments.json:584,007,1.0
comments.json:619,008,1.0
comments.json:654,005,1.0
comments.json:689,000,1.0
comments.json:724,007,1.0
comments.json:759,000,1.0
comments.json:794,000,1.0
comments.json:829,000,1.0
comments.json:864,007,1.0
comments.json:899,005,1.0
comments.json:934,000,1.0
comments.json:969,000,1.0
comments.json:1004,000,0.832196
comments.json:1004,008,0.067716
comments.json:1004,007,0.053948
comments.json:1004,001,0.032273
comments.json:1004,002,0.013867
comments.json:1039,000,0.655484
comments.json:1039,007,0.344516
comments.json:1074,001,1.0
comments.json:1109,008,1.0
comments.json:1144,001,1.0
comments.json:1179,007,1.0
comments.json:1214,007,1.0
comments.json:25,000,0.72408
comments.json:25,007,0.27592
comments.json:60,009,1.0
comments.json:95,008,1.0
comments.json:130,000,0.850154
comments.json:130,007,0.0991
comments.json:130,004,0.050746
comments.json:165,001,1.0
comments.json:200,000,1.0
comments.json:235,003,1.0
comments.json:270,000,0.562489
comments.json:270,007,0.437511
comments.json:305,008,1.0
comments.json:340,000,0.730217
comments.json:340,007,0.102964
comments.json:340,008,0.074409
comments.json:340,002,0.058413
comments.json:340,001,0.033997
comments.json:375,001,1.0
comments.json:410,008,1.0
comments.json:445,000,0.674408
comments.json:445,007,0.325592
comments.json:480,000,1.0
comments.json:515,000,1.0
comments.json:550,000,1.0
comments.json:565,008,1.0
comments.json:600,008,1.0
comments.json:635,007,1.0
comments.json:670,000,1.0
comments.json:705,004,1.0
comments.json:740,000,1.0
comments.json:775,005,1.0
comments.json:810,007,1.0
comments.json:845,004,1.0
comments.json:880,007,1.0
comments.json:915,000,1.0
comments.json:950,007,1.0
comments.json:985,000,0.663352
comments.json:985,007,0.168313
comments.json:985,002,0.108524
comments.json:985,008,0.059811
comments.json:1020,001,1.0
comments.json:1055,001,1.0
comments.json:1090,007,1.0
comments.json:1125,007,1.0
comments.json:1160,002,1.0
comments.json:1195,000,1.0
comments.json:1230,001,1.0
comments.json:5,000,0.915986
comments.json:5,007,0.084014
comments.json:40,003,1.0
comments.json:75,008,1.0
comments.json:110,006,1.0
comments.json:145,000,1.0
comments.json:180,000,1.0
comments.json:215,001,1.0
comments.json:250,007,1.0
comments.json:285,004,1.0
comments.json:320,003,1.0
comments.json:355,007,1.0
comments.json:390,000,1.0
comments.json:425,000,1.0
comments.json:460,004,1.0
comments.json:495,000,1.0
comments.json:530,001,1.0
comments.json:580,007,1.0
comments.json:615,005,1.0
comments.json:650,001,1.0
comments.json:685,007,1.0
comments.json:720,007,1.0
comments.json:755,000,1.0
comments.json:790,003,1.0
comments.json:825,006,1.0
comments.json:860,002,1.0
comments.json:895,007,1.0
comments.json:930,000,1.0
comments.json:965,008,1.0
comments.json:1000,000,1.0
comments.json:1035,000,1.0
comments.json:1070,000,1.0
comments.json:1105,007,1.0
comments.json:1140,007,1.0
comments.json:1175,000,1.0
comments.json:1210,001,1.0
comments.json:21,007,1.0
comments.json:56,008,1.0
comments.json:91,003,1.0
comments.json:126,008,1.0
comments.json:161,007,1.0
comments.json:196,004,1.0
comments.json:231,007,1.0
comments.json:266,007,1.0
comments.json:301,002,1.0
comments.json:336,000,1.0
comments.json:371,000,0.593389
comments.json:371,007,0.406611
comments.json:406,002,1.0
comments.json:441,006,1.0
comments.json:476,007,1.0
comments.json:511,007,1.0
comments.json:546,000,1.0
comments.json:561,000,1.0
comments.json:596,007,1.0
comments.json:631,002,1.0
comments.json:666,000,1.0
comments.json:701,001,1.0
comments.json:736,007,1.0
comments.json:771,007,1.0
comments.json:806,000,1.0
comments.json:841,004,1.0
comments.json:876,008,1.0
comments.json:911,000,1.0
comments.json:946,000,1.0
comments.json:981,007,1.0
comments.json:1016,005,1.0
comments.json:1051,000,0.646958
comments.json:1051,007,0.353042
comments.json:1086,004,1.0
comments.json:1121,007,1.0
comments.json:1156,000,1.0
comments.json:1191,000,1.0
comments.json:1226,007,1.0
comments.json:13,000,1.0
comments.json:48,000,1.0
comments.json:83,001,1.0
comments.json:118,000,1.0
comments.json:153,001,1.0
comments.json:188,007,1.0
comments.json:223,000,1.0
comments.json:258,007,1.0
comments.json:293,000,1.0
comments.json:328,007,1.0
comments.json:363,007,1.0
comments.json:398,007,1.0
comments.json:433,008,1.0
comments.json:468,001,1.0
comments.json:503,001,1.0
comments.json:538,007,1.0
comments.json:588,001,1.0
comments.json:623,007,1.0
comments.json:658,006,1.0
comments.json:693,000,1.0
comments.json:728,008,1.0
comments.json:763,000,1.0
comments.json:798,007,1.0
comments.json:833,008,1.0
comments.json:868,003,1.0
comments.json:903,007,1.0
comments.json:938,000,1.0
comments.json:973,007,1.0
comments.json:1008,007,1.0
comments.json:1043,008,1.0
comments.json:1078,004,1.0
comments.json:1113,002,1.0
comments.json:1148,000,1.0
comments.json:1183,007,1.0
comments.json:1218,001,1.0
comments.json:1,000,1.0
comments.json:36,007,1.0
comments.json:71,007,1.0
comments.json:106,000,0.547379
comments.json:106,007,0.452621
comments.json:141,001,1.0
comments.json:176,000,1.0
comments.json:211,008,1.0
comments.json:246,007,1.0
comments.json:281,000,0.685183
comments.json:281,004,0.13876
comments.json:281,001,0.089816
comments.json:281,008,0.086241
comments.json:316,000,1.0
comments.json:351,003,1.0
comments.json:386,008,1.0
comments.json:421,000,0.92394
comments.json:421,001,0.07606
comments.json:456,000,0.626751
comments.json:456,007,0.373249
comments.json:491,000,1.0
comments.json:526,008,1.0
comments.json:576,008,1.0
comments.json:611,000,0.659409
comments.json:611,007,0.243518
comments.json:611,001,0.097073
comments.json:646,000,1.0
comments.json:681,007,1.0
comments.json:716,007,1.0
comments.json:751,000,1.0
comments.json:786,000,1.0
comments.json:821,007,1.0
comments.json:856,004,1.0
comments.json:891,000,1.0
comments.json:926,008,1.0
comments.json:961,007,1.0
comments.json:996,007,1.0
comments.json:1031,008,1.0
comments.json:1066,000,1.0
comments.json:1101,007,1.0
comments.json:1136,000,1.0
comments.json:1171,001,1.0
comments.json:1206,000,1.0
comments.json:20,000,0.643793
comments.json:20,007,0.356207
comments.json:55,007,1.0
comments.json:90,000,1.0
comments.json:125,000,1.0
comments.json:160,000,1.0
comments.json:195,003,1.0
comments.json:230,000,1.0
comments.json:265,002,1.0
comments.json:300,000,1.0
comments.json:335,000,1.0
comments.json:370,007,1.0
comments.json:405,008,1.0
comments.json:440,008,1.0
comments.json:475,007,1.0
comments.json:510,000,0.866751
comments.json:510,004,0.133248
comments.json:545,000,0.923433
comments.json:545,007,0.076566
comments.json:560,000,1.0
comments.json:595,007,1.0
comments.json:630,007,1.0
comments.json:665,005,1.0
comments.json:700,007,1.0
comments.json:735,000,0.7627
comments.json:735,007,0.2373
comments.json:770,007,1.0
comments.json:805,007,1.0
comments.json:840,004,1.0
comments.json:875,000,0.53115
comments.json:875,002,0.118756
comments.json:875,001,0.116724
comments.json:875,003,0.091135
comments.json:875,008,0.088954
comments.json:875,004,0.053282
comments.json:910,000,0.730094
comments.json:910,001,0.169151
comments.json:910,007,0.100755
comments.json:945,000,0.779275
comments.json:945,007,0.220725
comments.json:980,005,1.0
comments.json:1015,001,1.0
comments.json:1050,000,0.536729
comments.json:1050,007,0.463271
comments.json:1085,000,1.0
comments.json:1120,007,1.0
comments.json:1155,000,1.0
comments.json:1190,007,1.0
comments.json:1225,001,1.0
comments.json:3,008,1.0
comments.json:38,007,1.0
comments.json:73,000,1.0
comments.json:108,000,0.448621
comments.json:108,001,0.322192
comments.json:108,004,0.229187
comments.json:143,007,1.0
comments.json:178,000,1.0
comments.json:213,004,1.0
comments.json:248,000,1.0
comments.json:283,000,1.0
comments.json:318,000,0.807658
comments.json:318,007,0.192342
comments.json:353,000,1.0
comments.json:388,005,1.0
comments.json:423,001,1.0
comments.json:458,007,1.0
comments.json:493,007,1.0
comments.json:528,007,1.0
comments.json:578,007,1.0
comments.json:613,000,1.0
comments.json:648,008,1.0
comments.json:683,000,0.637243
comments.json:683,007,0.174751
comments.json:683,001,0.152069
comments.json:683,008,0.035937
comments.json:718,007,1.0
comments.json:753,007,1.0
comments.json:788,004,1.0
comments.json:823,000,1.0
comments.json:858,000,1.0
comments.json:893,000,1.0
comments.json:928,000,1.0
comments.json:963,007,1.0
comments.json:998,001,1.0
comments.json:1033,001,1.0
comments.json:1068,000,0.775347
comments.json:1068,007,0.224653
comments.json:1103,007,1.0
comments.json:1138,002,1.0
comments.json:1173,000,1.0
comments.json:1208,000,1.0
comments.json:34,000,1.0
comments.json:69,007,1.0
comments.json:104,002,1.0
comments.json:139,000,1.0
comments.json:174,000,1.0
comments.json:209,007,1.0
comments.json:244,000,1.0
comments.json:279,000,1.0
comments.json:314,000,1.0
comments.json:349,008,1.0
comments.json:384,007,1.0
comments.json:419,000,1.0
comments.json:454,000,1.0
comments.json:489,007,1.0
comments.json:524,007,1.0
comments.json:559,008,1.0
comments.json:574,008,1.0
comments.json:609,003,1.0
comments.json:644,008,1.0
comments.json:679,007,1.0
comments.json:714,000,1.0
comments.json:749,008,1.0
comments.json:784,000,1.0
comments.json:819,007,1.0
comments.json:854,000,1.0
comments.json:889,001,1.0
comments.json:924,001,1.0
comments.json:959,000,1.0
comments.json:994,007,1.0
comments.json:1029,000,1.0
comments.json:1064,004,1.0
comments.json:1099,000,1.0
comments.json:1134,008,1.0
comments.json:1169,000,0.603505
comments.json:1169,007,0.177727
comments.json:1169,001,0.160325
comments.json:1169,008,0.058444
comments.json:1204,000,1.0
comments.json:1239,008,1.0
comments.json:31,000,0.733517
comments.json:31,007,0.266483
comments.json:66,000,1.0
comments.json:101,002,1.0
comments.json:136,007,1.0
comments.json:171,007,1.0
comments.json:206,006,1.0
comments.json:241,007,1.0
comments.json:276,000,1.0
comments.json:311,007,0.524352
comments.json:311,000,0.475648
comments.json:346,000,0.692573
comments.json:346,007,0.307427
comments.json:381,003,1.0
comments.json:416,004,1.0
comments.json:451,000,1.0
comments.json:486,000,1.0
comments.json:521,000,0.807029
comments.json:521,002,0.084486
comments.json:521,001,0.073327
comments.json:521,008,0.035157
comments.json:556,000,1.0
comments.json:571,007,1.0
comments.json:606,008,1.0
comments.json:641,001,1.0
comments.json:676,000,0.652898
comments.json:676,007,0.253819
comments.json:676,008,0.093283
comments.json:711,000,1.0
comments.json:746,004,1.0
comments.json:781,001,1.0
comments.json:816,007,1.0
comments.json:851,008,1.0
comments.json:886,007,1.0
comments.json:921,003,1.0
comments.json:956,003,1.0
comments.json:991,007,1.0
comments.json:1026,006,1.0
comments.json:1061,000,1.0
comments.json:1096,001,1.0
comments.json:1131,002,1.0
comments.json:1166,007,1.0
comments.json:1201,008,1.0
comments.json:1236,001,1.0
